"Town","FIPS","Year","Abused Substance","Outcome","Measure Type","Variable","Value"
"Plymouth",900560750,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Pomfret",901561030,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Portland",900761800,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Preston",901162150,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Prospect",900962290,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Putnam",901562710,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Redding",900163480,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Ridgefield",900163970,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Rocky Hill",900365370,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Roxbury",900565930,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Salem",901166210,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Salisbury",900566420,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Scotland",901567400,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Seymour",900967610,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Sharon",900567960,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Shelton",900168170,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Sherman",900168310,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Simsbury",900368940,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Somers",901369220,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"South Windsor",900371390,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Southbury",900969640,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Southington",900370550,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Sprague",901171670,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Stafford",901372090,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Stamford",900173070,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",1.71
"Sterling",901573420,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Stonington",901173770,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Stratford",900174190,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",4
"Suffield",900374540,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Thomaston",900575730,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Thompson",901575870,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",33.79
"Tolland",901376290,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Torrington",900576570,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",2.84
"Trumbull",900177200,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",2.92
"Union",901377830,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Vernon",901378250,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Voluntown",901178600,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Wallingford",900978740,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Warren",900579510,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Washington",900579720,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Waterbury",900980070,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",2.8
"Waterford",901180280,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Watertown",900580490,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"West Hartford",900382590,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",3.15
"West Haven",900982870,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",1.91
"Westbrook",900781680,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",15.89
"Weston",900183430,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Westport",900183500,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Wethersfield",900384900,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Willington",901385950,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",16.78
"Wilton",900186370,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Winchester",900586440,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Windham",901586790,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Windsor",900387000,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Windsor Locks",900387070,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Wolcott",900987560,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Woodbridge",900987700,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",11.13
"Woodbury",900587910,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Woodstock",901588190,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Lower Fairfield County Regional Action Council",9000000000011,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0.92
"Mid-Fairfield Substance Abuse Coalition",9000000000012,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0.73
"Regional Youth/Adult Social Action Project",9000000000014,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",1.3
"South Central CT Substance Abuse Council",9000000000015,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0.34
"Greater Valley Substance Abuse Action Council",9000000000016,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",1.71
"Middlesex County Substance Abuse Action Council",9000000000017,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",1.29
"Northeast Communities Against Substance Abuse",9000000000018,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",2.5
"Southeastern Regional Action Council",9000000000019,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",1.19
"East of the River Action for Substance Elimination",9000000000020,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",1.95
"Capitol Area Substance Abuse Council",9000000000021,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",2.61
"Substance Abuse Action Council",9000000000022,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",3.27
"Housatonic Valley Coalition Against Substance Abuse",9000000000023,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",1.61
"Central Naugatuck Valley Regional Action Council",9000000000024,2002,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",1.41
"Andover",901301080,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Ansonia",900901220,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Ashford",901501430,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Avon",900302060,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Barkhamsted",900502760,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Beacon Falls",900903250,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Berlin",900304300,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",5.49
"Bethany",900904580,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",19.84
"Bethel",900104720,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Bethlehem",900504930,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Bloomfield",900305910,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Bolton",901306260,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Bozrah",901106820,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Branford",900907310,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",3.49
"Bridgeport",900108070,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0.72
"Bridgewater",900508210,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Bristol",900308490,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Brookfield",900108980,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Brooklyn",901509190,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",13.94
"Burlington",900310100,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Canaan",900510940,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Canterbury",901512130,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Canton",900312270,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Chaplin",901513810,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Cheshire",900914160,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",3.5
"Chester",900714300,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Clinton",900715350,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Colchester",901115910,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Colebrook",900516050,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Columbia",901316400,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Connecticut",9,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",1.64
"Cornwall",900517240,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Coventry",901317800,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Cromwell",900718080,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Danbury",900118500,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Darien",900118850,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Deep River",900719130,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Derby",900919550,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Durham",900720810,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"East Granby",900322070,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"East Haddam",900722280,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"East Hampton",900722490,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"East Hartford",900322630,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",4.03
"East Haven",900922910,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"East Lyme",901123400,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"East Windsor",900324800,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Eastford",901521860,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Easton",900123890,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Ellington",901325360,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Enfield",900325990,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Essex",900726270,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",15.37
"Fairfield",900126620,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",5.23
"Farmington",900327600,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",4.23
"Franklin",901129910,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Glastonbury",900331240,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",6.27
"Goshen",900532290,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Granby",900332640,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Greenwich",900133620,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",1.64
"Griswold",901133900,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Groton",901134250,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Guilford",900934950,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Haddam",900735230,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",13.97
"Hamden",900935650,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Hampton",901536000,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",56.88
"Hartford",900337070,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",6.58
"Hartland",900337140,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Harwinton",900537280,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Hebron",901337910,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Kent",900540290,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Killingly",901540500,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",6.07
"Killingworth",900740710,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Lebanon",901142390,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Ledyard",901142600,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",13.62
"Lisbon",901143230,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
"Litchfield",900543370,2003,"Drugs","Motor vehicle accident fatalities","Rate (per 100,000)","Motor Vehicle",0
